id,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population,Race,Ethnicity
12467,2013,2016,3JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12468,2013,2016,5JD,Released to Special Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12469,2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,223.0,New,D Felony,Property,Theft,Yes,White , Non-Hispanic
12470,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,B Felony,Other,Other Criminal,No,,No Recidivism,,,,No,White , Non-Hispanic
12471,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,71.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,White , Non-Hispanic
12472,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,705.0,New,D Felony,Property,Burglary,No,White , Non-Hispanic
12473,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,924.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,White , Non-Hispanic
12474,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,363.0,Tech,,,,Yes,White , Non-Hispanic
12475,2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12476,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12477,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12478,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,328.0,New,C Felony,Property,Theft,Yes,White , Non-Hispanic
12479,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12480,2013,2016,7JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12481,2013,2016,NSD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12482,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,406.0,New,D Felony,Public Order,OWI,Yes,Black , Non-Hispanic
12483,2013,2016,5JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,916.0,New,D Felony,Public Order,OWI,Yes,White , Non-Hispanic
12484,2013,2016,5JD,Parole Granted,Asian or Pacific Islander - Non-Hispanic,35-44,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes,Asian or Pacific Islander , Non-Hispanic
12485,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,Yes,290.0,New,D Felony,Public Order,Other Public Order,No,White , Non-Hispanic
12486,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,275.0,Tech,,,,Yes,Black , Non-Hispanic
12487,2013,2016,NSD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12488,2013,2016,5JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12489,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Felony - Mandatory Minimum,Violent,Sex,No,,No Recidivism,,,,No,White , Non-Hispanic
12490,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12491,2013,2016,2JD,Parole Granted,Asian or Pacific Islander - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Asian or Pacific Islander , Non-Hispanic
12492,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,247.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
12493,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,590.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
12494,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Property,Arson,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12495,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12496,2013,2016,4JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,Yes,99.0,Tech,,,,Yes,White , Non-Hispanic
12497,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12498,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12499,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12500,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12501,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,431.0,New,B Felony,Drug,Trafficking,Yes,White , Non-Hispanic
12502,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,455.0,New,D Felony,Property,Forgery/Fraud,Yes,White , Non-Hispanic
12503,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No,White , Non-Hispanic
12504,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No,White , Non-Hispanic
12505,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No,White , Non-Hispanic
12506,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No,White , Non-Hispanic
12507,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No,White , Non-Hispanic
12508,2013,2016,5JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,Yes,376.0,New,D Felony,Property,Burglary,Yes,White , Non-Hispanic
12509,2013,2016,NSD,Discharged - Expiration of Sentence,Asian or Pacific Islander - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,Asian or Pacific Islander , Non-Hispanic
12510,2013,2016,1JD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12511,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,400.0,New,D Felony,Public Order,Other Public Order,No,White , Non-Hispanic
12512,2013,2016,1JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12513,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Other,Other Criminal,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12514,2013,2016,NSD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,279.0,Tech,,,,Yes,Black , Non-Hispanic
12515,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12516,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12517,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,231.0,New,C Felony,Drug,Trafficking,Yes,White , Non-Hispanic
12518,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12519,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12520,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12521,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12522,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12523,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12524,2013,2016,8JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12525,2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12526,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12527,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12528,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12529,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12530,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,Yes,70.0,New,D Felony,Public Order,OWI,Yes,White , Non-Hispanic
12531,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,902.0,New,Aggravated Misdemeanor,Public Order,OWI,No,White , Non-Hispanic
12532,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,465.0,New,B Felony,Drug,Trafficking,Yes,White , Non-Hispanic
12533,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12534,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12535,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12536,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,847.0,New,D Felony,Violent,Assault,Yes,White , Non-Hispanic
12537,2013,2016,3JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,105.0,Tech,,,,Yes,Black , Non-Hispanic
12538,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,603.0,Tech,,,,Yes,White , Non-Hispanic
12539,2013,2016,NSD,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
12540,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,251.0,Tech,,,,Yes,White , Non-Hispanic
12541,2013,2016,NSD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12542,2013,2016,NSD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12543,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,397.0,Tech,,,,Yes,Black , Non-Hispanic
12544,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12545,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12546,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12547,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12548,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,943.0,New,Aggravated Misdemeanor,Violent,Assault,No,Black , Non-Hispanic
12549,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes,862.0,New,D Felony,Drug,Trafficking,No,Black , Non-Hispanic
12550,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,377.0,Tech,,,,Yes,White , Non-Hispanic
12551,2013,2016,5JD,Released to Special Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12552,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,942.0,Tech,,,,Yes,Black , Non-Hispanic
12553,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12554,2013,2016,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,503.0,Tech,,,,Yes,American Indian or Alaska Native , Non-Hispanic
12555,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,820.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
12556,2013,2016,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,Yes,147.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes,White , Non-Hispanic
12557,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,203.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
12558,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,415.0,New,D Felony,Property,Forgery/Fraud,Yes,White , Non-Hispanic
12559,2013,2016,NSD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12560,2013,2016,NSD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12561,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,160.0,Tech,,,,Yes,White , Non-Hispanic
12562,2013,2016,1JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Drug,Trafficking,Yes,133.0,New,Aggravated Misdemeanor,Violent,Assault,Yes,White , Non-Hispanic
12563,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,124.0,New,Serious Misdemeanor,Public Order,OWI,Yes,White , Non-Hispanic
12564,2013,2016,6JD,Parole Granted,Black - Hispanic,25-34,Male,C Felony,Violent,Other Violent,No,,No Recidivism,,,,Yes,Black , Hispanic
12565,2013,2016,NSD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Kidnap,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12566,2013,2016,NSD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Kidnap,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12567,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,805.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
12568,2013,2016,6JD,Paroled w/Immediate Discharge,American Indian or Alaska Native - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,Yes,520.0,New,D Felony,Public Order,OWI,Yes,American Indian or Alaska Native , Non-Hispanic
12569,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
12570,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,488.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,White , Non-Hispanic
12571,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Other Violent,Yes,283.0,Tech,,,,Yes,White , Non-Hispanic
12572,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,860.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
12573,2013,2016,3JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12574,2013,2016,6JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,55 and Older,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes,American Indian or Alaska Native , Non-Hispanic
12575,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,842.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
12576,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No,White , Non-Hispanic
12577,2013,2016,NSD,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Yes,173.0,New,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,No,Black , Non-Hispanic
12578,2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,772.0,Tech,,,,Yes,White , Non-Hispanic
12579,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,182.0,New,D Felony,Violent,Murder/Manslaughter,Yes,Black , Non-Hispanic
12580,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,No,White , Non-Hispanic
12581,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,1002.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
12582,2013,2016,5JD,Parole Granted,White - Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Hispanic
12583,2013,2016,3JD,Parole Granted,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Hispanic
12584,2013,2016,3JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12585,2013,2016,1JD,Parole Granted,White - Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Hispanic
12586,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No,White , Non-Hispanic
12587,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Other,Other Criminal,No,,No Recidivism,,,,No,White , Non-Hispanic
12588,2013,2016,2JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12589,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12590,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12591,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12592,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12593,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12594,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12595,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,Yes,952.0,New,C Felony,Drug,Trafficking,No,White , Non-Hispanic
12596,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Violent,No,,No Recidivism,,,,No,White , Non-Hispanic
12597,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,189.0,New,C Felony,Violent,Robbery,No,White , Non-Hispanic
12598,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,202.0,New,B Felony,Drug,Trafficking,Yes,Black , Non-Hispanic
12599,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12600,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12601,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12602,2013,2016,6JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12603,2013,2016,NSD,Parole Granted,White - Non-Hispanic,55 and Older,Male,B Felony,Property,Arson,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12604,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,223.0,New,Aggravated Misdemeanor,Property,Theft,Yes,White , Non-Hispanic
12605,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,239.0,Tech,,,,Yes,Black , Non-Hispanic
12606,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Weapons,No,,No Recidivism,,,,No,White , Non-Hispanic
12607,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,Under 25,Female,C Felony,Drug,Trafficking,Yes,357.0,Tech,,,,Yes,Black , Non-Hispanic
12608,2013,2016,NSD,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,American Indian or Alaska Native , Non-Hispanic
12609,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,501.0,Tech,,,,Yes,White , Non-Hispanic
12610,2013,2016,NSD,Parole Granted,White - Hispanic,25-34,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Hispanic
12611,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12612,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12613,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12614,2013,2016,NSD,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No,White , Non-Hispanic
12615,2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12616,2013,2016,7JD,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Non-Hispanic
12617,2013,2016,6JD,Parole Granted,White - Hispanic,25-34,Female,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Hispanic
12618,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,789.0,Tech,,,,Yes,Black , Non-Hispanic
12619,2013,2016,7JD,Parole Granted,White - Non-Hispanic,Under 25,Male,C Felony,Other,Other Violent,No,,No Recidivism,,,,Yes,White , Non-Hispanic
